neighbor_count,median_neighbor_depth,depth_variance,rainfall_24h,rainfall_48h,user_trust_score,is_flood
11,0.3028488787813353,0.044910816707585705,205.00727913986483,257.4605293175084,0.704221216426638,True
8,2.6518640206655526,0.23897769602443406,168.22933759332483,169.71409977997857,0.9463827543408393,True
5,0.7756941552384755,0.03524243475788628,66.28100434458081,192.55040926025524,0.8553576949202503,True
10,0.5640493489762312,0.020147048164491407,216.46400930886298,188.76869088574696,0.6442128472918652,True
7,0.42593165891373597,0.03942020061555107,101.2376529841157,111.82606934948842,0.7425459407136943,True
8,0.6056052878933877,0.22940374005973074,61.06269387904479,141.3955238344229,0.7623224103489546,True
8,0.28502267632821293,0.08115217575507255,127.54056523032595,167.42181479056185,0.9490278167483898,True
6,0.8586392747998486,0.39301413453440587,191.13744716936048,260.6790147992744,0.8338671906661196,True
8,0.7923307014262736,0.15571135112932932,98.40528293493193,225.1359256261485,0.7910555114665242,True
5,1.0204935927446022,0.33827504331433644,111.94055083869168,217.06089096452737,0.6073463834875603,True
8,0.4737155346607527,0.14708079955027828,62.34377425370881,235.02104662420825,0.9684784060814765,True
6,1.543015873778365,0.5149321689471494,131.91884475236458,168.75939393430085,0.8270654770474158,True
9,0.3921243525411857,0.14880175256189604,75.1596067951613,177.9172942467345,0.8053856320913275,True
9,0.411824091327601,0.11316351027923242,120.26637338426453,288.52769049622106,0.8509165008149965,True
10,1.4062232252161644,0.15869176491932924,121.06762964587018,197.1456702054264,0.8308677145613498,True
7,1.9120506041028966,0.026286155433951783,82.30479756110284,259.5460831116793,0.8575427090865617,True
14,0.6356545299158636,0.30127453284876055,99.85730713934309,219.20041857618696,0.6702844676489473,True
8,0.9323042777058788,0.2736610249404504,77.57093429829928,302.4075693283477,0.7937902833383547,True
11,0.9746050677967271,0.06984248537622173,88.4413066253225,152.1492192428089,0.7888902348716608,True
8,1.3154776833128676,0.2720294581367621,96.98962012576834,176.0556665126135,0.7868150028346044,True
6,3.348789476428774,0.054673900804843516,75.51994974570556,192.21980584745125,0.5753520655416426,True
11,2.9825072466363225,0.09716047099882164,112.66699595387851,175.2271316357071,0.7956589853066773,True
8,0.6010231793667842,0.21085959214076888,81.41135915379492,305.1092365913895,0.7560221955859335,True
5,0.5082040059803108,0.1325406010585629,81.11690032292623,148.01160383712323,0.9018696324317345,True
7,1.2766128437427733,0.42428860057901974,89.11523172031136,122.21593235053199,0.7644185584000409,True
11,1.2075692695079223,0.02426032376019981,152.83099817769718,266.5135795090522,0.8131682392746112,True
7,0.6062198830921249,0.11147860924821913,65.35234398512952,196.53264335303885,0.4921543228092378,True
10,1.32786311294733,0.17556943276338538,202.7155089949221,213.11777776034378,0.9404651832913649,True
6,0.3373150423200681,0.6552261383995012,102.47154354786548,221.7997859586008,0.6297259957832244,True
15,0.6064885248266676,0.16404533688990663,97.38615680598244,214.0716324881429,0.5708620179771979,True
15,1.7091731832776036,0.14340563933474618,147.6150188256765,150.39832322536947,0.8363554229851005,True
8,1.126286119696509,0.20633530380980558,70.62646477743135,161.63977772720145,0.8032080572805016,True
6,0.639604194061801,0.16391586006798342,162.38434623554227,161.31595737955448,0.8565232984506919,True
9,1.8734763221930595,0.0060179174579588985,99.4783510112746,141.93539029640962,0.5785878944663915,True
6,3.114039008002232,0.3818369692098831,114.9694919587158,170.11961003244917,0.7395110309312606,True
9,1.8299729466622687,0.06145216276727732,98.05224651222007,144.37933827856807,0.7660035616767924,True
5,0.26315120038124123,0.001836003876876216,101.23666959090231,131.92580497817735,0.9322009011377248,True
7,0.0864942588371319,0.030152369951037053,57.29198084921152,288.6485741990295,0.9444106614553135,True
10,0.6424782012449267,0.15322640522546552,64.4813683011176,82.56860523024129,0.7807740519109331,True
15,2.26657168272451,0.3286165465286077,153.4763484970526,392.14170892011555,0.9776073483228386,True
5,1.300152736909229,0.2425783316849396,80.87829147820179,174.6800861521199,0.6172522950219961,True
